taxon,isocode,glottocode,xd_ids,soc_ids
LARAOS,,yauy1235,,
QUECHUA_YAUYOS_LINCHA,,yauy1235,,
QUECHUA_YAUYOS_TANA,,yauy1235,,
QUECHUA_YAUYOS_HUANGASCAR,,yauy1235,,
QUECHUA_YAUYOS_VINAC,,yauy1235,,
QUECHUA_YAUYOS_SAN_PEDRO,,yauy1235,,
QUECHUA_YAUYOS_CACRA,,yauy1235,,
QUECHUA_YAUYOS_HONGOS,,yauy1235,,
QUECHUA_HUANCA_SHAUSHA,,jauj1238,,
QUECHUA_HUANCA_HUAYLLA,,huay1241,,
QUECHUA_HUANCA_HUAYCHA,,huay1241,,
QUECHUA_NORTH_JUNIN_CAJAS,,nort2980,,
QUECHUA_DE_AMBO_HUANUCO_PASCO_PASCO,,ambo1252,,
QUECHUA_NORTH_JUNIN_TARMA,,nort2980,,
QUECHUA_ANCASH_CHIQUIAN,,chiq1249,,
HUANUCO,,hual1241,,
QUECHUA_HUANUCO_PANAO,,pana1306,,
CHACPAR,,sout2992,,
QUECHUA_ANCASH_HUAYLAS_HUARAZ,,huay1240,,
YANAC,,coro1247,,
QUECHUA_ANCASH_HUAYLAS_WATA,,huay1240,,
QUECHUA_ANCASH_HUAYLAS_PAMPAROMAS,,huay1240,,
QUECHUA_HUAYLAS_ANCASH,,huay1240,,
QUECHUA_DE_LAMBAYEQUE,,lamb1276,,
CHETILLA,,caja1238,,
INKAWASI,,lamb1276,,
QUECHUA_AREQUIPA_UNION,,areq1237,,
QUECHUA_ABANCAY_TINTAY,,ayac1239,,
ATALLA,,ayac1239,,
QUECHUA_AYACUCHO,,ayac1239,,
QUECHUA_ARGENTINA,,sant1432,,
CURVA,,nort2976,,
POCONA,,sout2991,,
MARAGUA,,sout2991,,
TAQUILE,,puno1238,,
PUNO_CITY,,puno1238,,
CUZCO_GNL,,cusc1236,,
QUECHUA_CHACHAPOYAS,,chac1250,,
QUECHUA_SAN_MARTIN,,sanm1289,,
QUECHUA_NAPO_LOWLAND,,napo1242,,
SERENA,,tena1240,,
INGA,,sout2990,,
QUECHUA_PASTAZA,,sout2990,,
QUECHUA_IMBABURA,,imba1240,,
INGA_MEDIO_PUTUMAYO,,jung1240,,
INGA_PUTUMAYO,,inga1252,,
QUICHUA_CHIMBORAZO_NIZAG,,chim1302,,
QUICHUA_CANYAR,,cana1262,,
QUICHUA_LOJA,,loja1235,,
QUICHUA_AZUAY,,cana1262,,
QUICHUA_IMBABURA_2,,imba1240,,
QUICHUA_PICHANCHA,,cald1236,,
QUICHUA_CHIMBORAZO_TROJE,,chim1302,,
CHIMBORAZO_QUICHUA,,chim1302,,
TROJE,,chim1302,,
QUICHUA_BOLIVAR_CACHISAGUA,,nort2973,,
QUICHUA_TUNGURAHUA_SALASACA,,sala1272,,
QUICHUA_TUNGURAHUA_GUAPANTE,,sala1272,,
QUICHUA_COTOPAXI_TIGUA,,cald1236,,
QUICHUA_COTOPAXI_PAPAURCO,,cald1236,,
QUICHUA_COTOPAXI_COMPANIA_GRANDE,,cald1236,,
YARURO,,pume1238,xd1345,"B38, Sc2"
SALINAN,,sali1253,xd1125,"B164, Nc26, WNAI80"
MOVIMA,,movi1243,,
COFAN,,cofa1242,,
ZUNI,,zuni1245,xd1280,"Nh4, SCCS149, WNAI160"
CUITLATEC,,,,
MUINANE,,muin1242,,
MUINANE_2,,muin1242,,
BORA,,bora1263,,
MIRANA,,bora1263,,
CHIQUITANO,,chiq1248,xd1371,Se7
SOTEAPAN_ZOQUE,,high1276,xd1302,"Nj3, SCCS154"
TEXISTEPEC_ZOQUE,,texi1237,,
MARIA_CHIMALAPA,,chim1300,,
MIGUEL_CHIMALAPA,,chim1300,,
CHIAPAS_ZOQUE,,copa1236,,
ZOQUE_FRANCISCO_LEON,,fran1266,,
ZOQUE_RAYON,,rayo1235,,
TAPACHULTEC,,tapa1260,,
SAYULA_POPOLUCA,,sayu1241,,
OLUTA_POPOLUCA,,olut1240,,
NORTH_HIGHLAND_MIXE,,toto1305,,
ULTERIOR_MIXE_C,,,,
AYUTLA_MIXE,,tlah1239,,
SOUTH_HIGHLAND_MIXE,,tlah1239,,
LOWLAND_MIXE,,coat1238,,
TAUSHIRO,,taus1253,,
PYU,,pyuu1245,,
NAGATIMAN,,yale1246,,
CADDO,,cadd1256,"xd1234, xd1242","Nf14, Nf8"
WICHITA,,wich1260,xd1239,Nf5
WICHITA_2,,wich1260,xd1239,Nf5
KITSAI,,kits1249,,
ARIKARA,,arik1262,xd1209,Ne10
PAWNEE,,pawn1254,xd1240,"Nf6, SCCS142"
PAWNEE_2,,pawn1254,xd1240,"Nf6, SCCS142"
CHEROKEE,,cher1273,xd1254,Ng5
TUSCARORA,,tusc1257,,
WENDAT_HURON,,wyan1247,xd1244,"Ng1, SCCS144"
WYANDOT,,wyan1247,xd1244,"Ng1, SCCS144"
CAYUGA,,cayu1261,,
SENECA,,sene1264,xd1245,Ng10
ONONDAGA,,onon1246,,
MOHAWK,,moha1258,,
ONEIDA,,onei1249,,
CHIAPANEC,,chia1262,,
MANGUE,,moni1237,,
CHOROTEGA,,moni1237,,
SUBTIABA,,subt1250,,
MEPHAA_ACATEPEC,,acat1239,,
TLACOAPA_MEPHAA,,tlac1237,,
TEOCUITLAPA_MEPHAA,,acat1239,,
AZOYU_TLAPANEC,,azoy1236,,
TLAPANEC_MALINALTEPEC,,mali1285,,
LEALAO_CHINANTEC,,leal1235,,
CHINANTEC_COMALTEPEC,,coma1246,,
CHINANTEC_QUIOTEPEC,,quio1240,,
CHINANTEC_PALANTLA,,pala1351,,
CHINANTEC_TEPETOTUTLA,,tepe1279,,
CHINANTEC_OJITLAN,,ojit1237,xd1295,Nj1
CHINANTEC_SAN_FELIPE_USILA,,usil1237,,
CHINANTEC_SOCHIAPAN,,soch1239,,
JONAZ_DE_1776,,chic1272,xd1290,"B191, Ni5"
CENTRAL_PAME,,cent2145,,
TAMASOPO_PAME,,nort2984,,
PAME_DE_JILIAPAN_1767,,sout2999,,
PAME_MERIDIONAL,,sout2999,,
PAME_DE_JILIAPAN_1958,,sout2999,,
PAME_DE_PALUCA_1958,,sout2999,,
OCUILTECO,,atzi1235,,
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN_2,,sanf1262,,
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN,,sanf1262,,
MAZAHUA,,cent2144,,
MAZAHUA_CENTRAL,,cent2144,,
TEMASCALCINGO_MAZAHUA,,cent2144,,
OTOMI_TEMOAYA,,temo1245,,
OTOMI_DE_SAN_ANDRES_CUEXCONTITLAN,,esta1236,,
OTOMI_TOLUCA,,esta1236,,
OTOMI_DE_EL_BAILE,,east2556,,
OTOMI_DE_IXTENCO,,ixte1237,,
OTOMI_ACAMBAY,,quer1236,,
OTOMI_QUERETARO,,quer1236,,
OTOMI_DE_1776,,mezq1235,xd1299,Nj13
OTOMI_MEZQUITAL,,mezq1235,xd1299,Nj13
AMUZGO,,guer1243,,
TRIQUI_COPALA,,copa1237,,
TRIQUI_CHICAHUAXTLA,,chic1273,,
TRIQUI_SAN_MARTIN_ITUNYOSO,,sanm1298,,
CUICATEC,,tepe1280,,
MIXTEC_ALCOZAUCA,,alco1235,,
JICALTEPEC_MIXTEC,,pino1237,,
MIXTEC_CHAYUCO,,chay1249,,
MIXTECO_DE_SAN_JUAN_COLORADO,,sanj1281,,
MIXTEC_PENYOLES,,peno1244,,
MIXTEC_NORTHERN_TLAXIACO,,nort2985,,
CHALCATONGO_MIXTEC,,sanm1295,,
MIXTECO_DE_YOSONDUA,,yoso1239,,
YOSONDUA_MIXTEC,,yoso1239,,
SAN_JERONIMO_TECOATL,,sanj1286,,
SAN_MIGUEL_SOYOLTEPEC,,soya1237,,
MAZATLAN_DE_FLORES,,maza1296,,
HUAUTLA_DE_JIMENEZ,,huau1238,xd1304,Nj5
SAN_LORENZO_CUAUNECUILTITLA,,maza1296,,
SAN_JUAN_CHIQUIHUITLAN,,chiq1250,,
MAZATEC_CHIQUIHUITLAN,,chiq1250,,
JALAPA_DE_DIAZ,,jala1237,,
SAN_BARTOLOME_AYAUTLA,,ayau1235,,
SAN_PEDRO_IXCATLAN,,ixca1246,,
IXCATEC,,ixca1245,,
CHOCHO_OCOTLAN,,choc1279,,
CHOCHOTEC,,choc1279,,
POPOLOCA_DE_SAN_VICENTE_COYOTEPEC,,coyo1236,,
POPOLOCA_METZONTLA,,mezo1235,,
POPOLOCA_SAN_JUAN_ATZINGO,,sanj1285,,
CHATINO_TATALTEPEC,,tata1258,,
CHATINO_WESTERN_HIGHLAND,,west2644,,
ZACATEPEC_CHATINO,,zaca1242,,
LACHIXIO_ZAPOTEC,,lach1249,,
ZAPOTEC_1578,,,,
TEXMELUCAN_ZAPOTEC,,texm1235,,
COATLAN_LOXICHA_ZAPOTEC,,sanb1241,,
ZAPOTEC_SIERRA_DE_JUAREZ,,sier1250,,
ALOAPAM_ZAPOTEC,,aloa1235,,
YARENI_ZAPOTEC,,yare1249,,
ZAPOTEC_SOUTHERN_RINCON,,sout3004,,
CHOAPAN_ZAPOTEC,,choa1237,,
ZAPOTEC_YALALAG,,yala1267,xd1296,Nj10
CAJONOS_ZAPOTEC,,cajo1238,,
ZAPOTEC_YATZACHI,,yatz1235,,
ZAPOTEC_ZOOGOCHO,,zoog1238,,
AMATLAN_ZAPOTEC,,amat1238,,
ZAPOTEC_LOXICHA,,loxi1235,,
XANAGUIA_ZAPOTEC,,xana1235,,
QUIOQUITANI_QUIERI_ZAPOTEC,,quio1241,,
ZAPOTEC_MIXTEPEC,,mixt1426,,
ISTHMUS_ZAPOTEC,,isth1244,,
SANTA_MARIA_QUIEGOLANI_ZAPOTEC,,sant1451,,
SAN_PEDRO_QUIATONI_ZAPOTEC,,sanp1261,,
ZAPOTEC_MITLA,,mitl1236,,
ZAPOTEC_SAN_LUCAS_QUIAVINI,,sanj1284,,
TILQUIAPAN_ZAPOTEC,,tilq1235,,
SANTA_INES_YATZECHI_ZAPOTEC,,sant1447,,
AYOQUESCO_ZAPOTEC,,ayoq1235,,
OCOTLAN_ZAPOTEC,,ocot1244,,
PAEZ,,paez1247,xd1378,Sf5
PAEZ_2,,paez1247,xd1378,Sf5
MAKU,,maku1246,,
CATAWBA,,cata1286,xd1258,Ng9
CROW,,crow1244,xd1223,"B248, Ne4"
HIDATSA,,hida1246,xd1214,"Ne15, SCCS141"
TUTELO,,tute1247,,
BILOXI,,bilo1248,,
OFO,,ofoo1242,,
MANDAN,,mand1446,xd1225,Ne6
LAKHOTA,,lako1247,xd1227,"B249, Ne8"
ASSINIBOINE,,assi1247,xd1210,"B257, Ne11"
DAKOTA,,dako1258,xd1220,Ne20
LAKOTA,,lako1247,xd1227,"B249, Ne8"
IOWA_OTO,,iowa1245,,
WINNEBAGO,,hoch1243,xd1236,Nf2
KANSA,,kans1243,,
OSAGE,,osag1243,,
OMAHA_PONCA,,omah1247,,
QUAPAW,,quap1242,,
AIKANA,,aika1237,,
KWAZA,,kwaz1243,,
LULE_AND_TONOCOTE,,,,
ATAKAPA,,atak1252,,
ABAZA,,abaz1241,,
ABKHAZ,,abkh1244,xd577,"Ci12, SCCS55"
UBYKH,,ubyk1235,,
ADYGHE,,adyg1241,,
KABARDIAN,,kaba1278,xd580,Ci4
SABANE,,saba1268,,
NAMBIKWARA,,sout2994,,
MAMAINDE,,mama1278,,
TLINGIT,,tlin1245,"xd1082, xd1431","B292, Nb22, WNAI1, WNAI2"
EYAK,,eyak1241,xd1102,"B295, Nb5, SCCS130"
CHIRICAHUA,,mesc1238,"xd1259, xd1265","B242, Nh1, Nh15, SCCS148, WNAI152, WNAI153, WNAI154"
SAN_CARLOS,,west2615,xd1267,"Nh17, WNAI147, WNAI148, WNAI149, WNAI150, WNAI151"
NAVAHO,,nava1243,xd1279,"Nh3, WNAI157, WNAI158"
NAVAJO,,nava1243,xd1279,"Nh3, WNAI157, WNAI158"
JICARILLA_APACHE,,jica1244,xd1266,"Nh16, WNAI156"
JICARILLA,,jica1244,xd1266,"Nh16, WNAI156"
LIPAN,,lipa1241,xd1275,"B240, Nh24, WNAI155"
GALICE,,gali1261,xd1423,WNAI34
MATTOLE,,matt1238,xd1099,"B169, Nb38, WNAI41"
KATO,,kato1244,xd1425,WNAI43
HUPA,,hupa1239,xd1096,"B180, Nb35, WNAI38"
HUPA_2,,hupa1239,xd1096,"B180, Nb35, WNAI38"
KOYUKON,,koyu1237,xd1010,B354
SARCEE,,sars1236,xd1226,"B260, Ne7"
CHIPEWYAN,,chip1261,xd1046,"B355, Na30"
C_CARRIER,,carr1249,xd1035,"B349, Na19, WNAI93, WNAI94"
CARRIER,,carr1249,xd1035,"B349, Na19, WNAI93, WNAI94"
KUTCHIN,,gwic1235,xd1037,"B356, Na20"
BEAVER,,beav1236,xd1045,"B344, Na29"
DOGRIB,,dogr1252,xd1032,"B361, Na15"
HARE,,nort2942,"xd1007, xd1009, xd1033","B350, B352, B358, Na16"
SLAVEY,,sout2959,xd1034,"B345, Na17, SCCS128"
UPPER_TANANA_TETLIN,,uppe1437,xd1026,"B359, Na1"
TANACROSS,,tana1290,,
AHTNA,,ahte1237,,
MANTASTA_AHTENA,,ahte1237,,
UPPER_INLET_TANAINA,,tana1289,xd1042,"B362, Na26"
OUTER_INLET_TANAINA,,tana1289,xd1042,"B362, Na26"
INLAND_TANAINA,,tana1289,xd1042,"B362, Na26"
ILIAMNA_TANAINA,,tana1289,xd1042,"B362, Na26"
KLAMATH,,klam1254,"xd1139, xd1140","B188, B189, Nc8, Nc9, SCCS138, WNAI112, WNAI113"
ARIN,,arin1243,,
PUMPOKOL,,pump1237,,
ASSAN,,assa1266,,
KOTT,,kott1239,,
EIGHTEENTH_CENTURY_KET,,kett1243,xd636,"B24, Ec8"
KET,,kett1243,xd636,"B24, Ec8"
YUGH_RECENT,,yugh1239,,
OBISPENYO,,obis1242,,
CRUZENYO,,cruz1243,xd1127,"B161, Nc28"
INESENYO,,ines1240,,
VENTURENYO,,vent1242,,
CHUMASH_BARBARENO,,barb1263,,
LEKO,,leco1242,,
YOKUTS_TINLINNEH,,yoku1256,,
YOKUTS_UNKNOWN,,yoku1256,,
MUTSUN,,sout2986,,
RUMSEN,,sout2986,,
MIWOK_LAKE,,lake1258,xd1120,"B170, Nc21"
OLAMENTKE,,coas1301,xd983,B168
MIWOK_BODEGA,,coas1301,xd983,B168
PLAINS_MIWOK,,plai1259,,
CENTRAL_SIERRA_MIWOK,,cent2140,xd1136,"B175, Nc5, WNAI69"
NORTHERN_SIERRA_MIWOK,,nort2968,xd1420,WNAI68
S_SIERRA_MIWOK,,sout2985,xd1421,WNAI70
CHITIMACHA,,chit1248,xd1250,Ng15
CHITIMACHA_2,,chit1248,xd1250,Ng15
GUNUNA_KUNE,,puel1244,,
GUNUNA_KUNE_2,,puel1244,,
GUAMBIANO,,guam1248,,
TOTORO,,toto1306,,
AWA_PIT,,awac1239,,
CAYAPA,,chac1249,xd1376,"SCCS168, Sf3"
COLORADO,,colo1256,,
MUNICHI,,muni1258,,
HAIDA,,sout2956,xd1438,WNAI4
YAMANA,,yama1264,xd1383,"B55, SCCS186, Sg1"
AGUARUNA,,agua1253,,
AGUARUNA_2,,agua1253,,
ACHUAR,,achu1248,,
SHUAR,,shua1257,xd1367,"SCCS169, Se3"
HUAMBISA,,huam1247,,
JIVARO_SHUAR,,shua1257,xd1367,"SCCS169, Se3"
ANDAQUI,,anda1286,,
MOLALA,,mola1238,,
NEZ_PERCE,,nezp1238,xd1153,"B324, Nd20, WNAI107"
UMATILLA_SAHAPTIN,,umat1237,xd1151,"B316, Nd19, WNAI108"
QAWASQAR,,qawa1238,,
ALEUT,,aleu1260,,
ST_LAWRENCE_YUPIK,,cent2128,"xd1028, xd622","B28, B379, Na11, ec14"
YUPIK_CENTRAL_SIBERIAN_CHAPLINO,,cent2128,"xd1028, xd622","B28, B379, Na11, ec14"
YUPIK_SIRENIK,,sire1246,,
C_YUPIK,,cent2127,,
EAST_GREENLANDIC,,kala1399,xd1041,"B385, Na25"
INUPIAQ,,nort2943,,
WEST_GREENLANDIC,,kala1399,xd1041,"B385, Na25"
INUKTITUT_EASTERN_CANADIAN,,east2534,,
KANGIRYUARMIUTUN,,west2618,xd1025,"B384, Na22"
TEPEHUA_PISA_FLORES,,pisa1237,,
TEPEHUA_HUEHUETLA,,hueh1236,,
TEPEHUA_TLACHICHILCO,,tlac1235,,
TOTONAC_MISANTLA,,yecu1235,,
TOTONAC_TEJERIA,,,,
TOTONAC_COATEPEC,,,,
TOTONAC_OLINTLA,,,,
TOTONAC_UPPER_NEXACA,,uppe1275,,
XICOTEPEC_TOTONAC,,xico1235,,
TOTONAC_FILOMENA_MATA,,filo1235,,
PAPANTLA_TOTONAC,,papa1238,xd1303,Nj4
TOTONAC_COYUTLA,,high1243,,
TOTONAC_HIGHLAND,,high1243,,
TOTONAC_OZELONACAXTLA,,,,
ALSEA,,alse1251,xd1088,"B269, Nb28, WNAI29"
KUTENAI,,kute1249,xd1205,"B250, Nd7, SCCS139, WNAI106"
QUILEUTE,,quil1240,,
MAKAH,,maka1318,xd1084,"B286, Nb24, WNAI13"
DITIDAHT,,diti1235,,
NOOTKA,,nuuc1236,xd1070,"B273, Nb11, WNAI12"
HAISLA,,hais1244,xd1105,"B287, Nb8, WNAI7"
KWAKWALA,,kwak1269,xd1090,"B288, Nb3, WNAI10"
HEILTSUK,,heil1246,,
OOWEKYALA,,heil1246,,
SIUSLAW,,sius1254,xd1089,"Nb29, WNAI30"
BELLA_COOLA,,bell1243,xd1106,"B291, Nb9, SCCS132, WNAI11"
TILLAMOOK,,till1254,xd1080,"B281, Nb20, WNAI28"
LILLOOET,,lill1248,xd1207,"B276, Nd9, WNAI97"
SHUSWAP,,shus1248,xd1143,"B333, Nd11, WNAI96"
THOMPSON,,thom1243,xd1142,"B325, Nd10, WNAI98"
COLUMBIA_WENATCHI,,colu1241,,
OKANAGAN_COLVILLE,,okan1243,,
COEUR_DALENE,,coeu1236,xd1146,"B320, Nd14, WNAI103"
MONTANA_SALISH,,kali1308,,
KALISPEL_PEND_DOREILLE,,kali1308,,
SPOKANE,,spok1245,,
QUINAULT,,quin1251,xd1085,"B278, Nb25, WNAI24"
CHEHALIS_UPPER,,uppe1439,,
COWLITZ,,cowl1242,,
TWANA,,twan1247,xd1079,"B271, Nb2, SCCS133, WNAI23"
LUSHOOTSEED,,lush1252,,
PUGET_SALISH,,sout2965,xd1076,"B270, Nb17, WNAI25"
SECHELT,,sech1246,,
COMOX,,como1259,,
SLIAMMON,,como1259,,
SQUAMISH,,squa1248,xd1072,"B268, Nb13, WNAI16"
NOOKSACK,,nook1247,,
STOLO,,halk1245,,
COWICHAN,,halk1245,,
MUSQUEAM,,halk1245,,
CLALLAM,,clal1241,xd1075,"B285, Nb16, WNAI22"
SAMISH,,stra1244,,
SONGISH,,stra1244,,
SAANICH,,stra1244,,
SALISH_STRAITS,,stra1244,,
CHOLON,,chol1284,,
PUINABE,,puin1248,,
PUINAVE,,puin1248,,
NUKAK_MAKU,,nuka1242,xd917,B40
NUKAK,,nuka1242,xd917,B40
CACUA,,cacu1241,,
KAKUA,,cacu1241,,
VILELA,,vile1241,,
GUACHI,,,,
WINTU,,nucl1651,xd1112,"B160, Nc14, WNAI47, WNAI48, WNAI49"
MAIDU_KONKAU,,nort2951,xd1433,WNAI55
MAIDU_NORTHWEST_NAKUM,,nort2951,xd1433,WNAI55
NISENAN,,nise1244,xd1111,"B163, Nc13, WNAI57, WNAI58, WNAI59"
NE_MAIDU,,nort2952,xd1110,"B185, Nc12, WNAI56"
WAPPO,,wapp1239,xd1119,"B172, Nc20, WNAI66"
YUKI,,yuki1243,"xd1113, xd1114, xd1138","B171, B177, Nc15, Nc16, Nc7, WNAI60, WNAI61"
JICAQUE,,toll1241,xd1316,Sa16
MAI_BRAT,,maib1239,,
ACHUMAWI,,achu1247,xd1108,"B187, Nc10, WNAI51, WNAI52"
ATSUGEWI,,atsu1245,xd1135,"B183, Nc4, WNAI53"
HANIS_COOS,,coos1249,xd1081,"B275, Nb21, WNAI31"
SHASTA,,shas1239,xd1093,"B179, Nb32, WNAI44, WNAI45"
CHIMARIKO,,chim1301,xd1094,"B162, Nb33, WNAI46"
SERI,,seri1257,xd1289,"B143, Ni4"
SOUTHEASTERN_POMO,,sout2982,,
POMO_EASTERN,,east2545,xd1116,"B158, B159, Nc18, SCCS135, WNAI64"
KASHAYA,,kash1280,xd1418,B165
SOUTHERN_POMO,,sout2984,xd1117,"Nc19, WNAI65"
POMO_NORTHEASTERN,,nort2967,,
POMO_CENTRAL,,cent2138,,
POMO_NORTHERN,,nort2966,xd1115,"B173, Nc17, WNAI63"
COCHIMI,,coch1272,,
KILIWA,,kili1268,xd1134,"B146, Nc34, WNAI91"
PAIPAI,,paip1241,xd1426,WNAI92
DIEGUENO,,kumi1248,"xd1137, xd1271, xd1437","B147, Nc6, Nh20, WNAI142, WNAI88, WNAI89, WNAI90"
COCOPA,,coco1261,xd1269,"Nh19, WNAI143"
TIPAI,,kumi1248,"xd1137, xd1271, xd1437","B147, Nc6, Nh20, WNAI142, WNAI88, WNAI89, WNAI90"
YAVAPAI,,hava1248,,
WALAPAI,,hava1248,,
HAVASUPAI,,hava1248,,
MOHAVE,,moha1256,xd1272,"Nh21, WNAI140"
MOJAVE,,moha1256,xd1272,"Nh21, WNAI140"
MARICOPA,,mari1440,xd1281,"Nh5, WNAI144"
YUMA,,quec1382,xd1273,"Nh22, WNAI141"
YUWANA,,yuwa1244,,
YUWANA_2,,yuwa1244,,
SALIBA_COLUMBIA,,sali1298,,
PIAROA,,piar1243,xd1351,Sc8
COMECRUDO,,come1251,,
HIGHLAND_TEQUISTLATEC,,high1242,xd1300,Nj14
OAXACA_CHONTAL,,lowl1260,,
HOPI,,hopi1249,xd1268,"Nh18, WNAI159"
SHOSHONI,,shos1248,,
COMANCHE,,coma1245,xd1222,"B241, Ne3, SCCS147"
TUMPISA,,pana1305,"xd1165, xd1166, xd1167","B192, B195, B197, B200, Nd31, Nd32, Nd33, WNAI118"
PANAMINT,,pana1305,"xd1165, xd1166, xd1167","B192, B195, B197, B200, Nd31, Nd32, Nd33, WNAI118"
NORTHERN_PAIUTE_BANNOCK,,nort2954,,
NORTHERN_PAIUTE,,nort2954,,
WESTERN_MONO,,mono1275,"xd1122, xd1162, xd1164, xd993","B157, B202, B206, B211, B219, Nc23, Nd29, Nd30, WNAI117, WNAI71, WNAI72"
KAWAIISU,,kawa1283,xd1126,"B199, Nc27, WNAI79"
SOUTHERN_PAIUTE,,utes1238,,
UTE_SOUTHERN_PAIUTE,,utes1238,,
UTE_1,,utes1238,,
UTE_2,,utes1238,,
TUBATULABAL,,tuba1278,xd1118,"B152, Nc2, WNAI78"
SERRANO,,serr1255,xd1130,"B149, Nc30, WNAI84"
GABRIELINO,,serr1255,xd1130,"B149, Nc30, WNAI84"
KITANEMUK,,,,
LUISENO,,luis1253,xd1133,"B150, Nc33, WNAI82"
CAHUILLA,,cahu1264,"xd1131, xd1439, xd1440","B144, Nc31, WNAI85, WNAI86, WNAI87"
CUPENO,,cupe1243,xd1132,"B145, Nc32, WNAI83"
NORTHERN_TEPEHUAN,,nort2959,xd1294,Ni9
SOUTHERN_TEPEHUAN,,sout2976,,
TEPECANO,,tepe1278,,
PIMA_BAJO,,pima1248,,
LOWER_PIMA,,pima1248,,
TOHONO_OODHAM,,toho1245,,
UPPER_PIMA,,toho1245,,
CENTRAL_TARAHUMARA,,cent2131,xd1286,Ni1
HUARIJIO,,huar1255,,
GUARIJIO,,huar1255,,
WARIHIO,,huar1255,,
TUBAR,,tuba1279,,
EUDEVE,,opat1246,xd1293,Ni8
OPATA,,opat1246,xd1293,Ni8
YAQUI,,yaqu1251,xd1292,Ni7
YAQUI_2,,yaqu1251,xd1292,Ni7
MAYO,,mayo1264,,
MAYO_LOS_CAPOMOS,,mayo1264,,
HUICHOL,,huic1243,xd1288,"Ni3, SCCS152"
EL_NAYAR_CORA,,elna1235,,
NAHUATL_AMILCINGO_ZACUALPAN,,,,
NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN,,,,
NAHUATL_ACAXOCHITLAN,,,,
NAHUATL_COYOTEPEC,,,,
NAHUATL_SAN_FRANCISCO_TLALNEPANTLA,,,,
TETELCINGO_NAHUATL,,tete1251,,
NAHUATL_SAN_MIGUEL_AYOTLA,,cent2132,xd1308,Nj9
NAHUATL_SAN_PEDRO_TLALCUAPAN_SANTA_ANA_CHIAUTEMPAN,,cent2132,xd1308,Nj9
CLASSICAL_NAHUATL,,clas1250,xd1301,"Nj2, SCCS153"
NAHUATL_XILOCUAUTLA_HUAUCHINANGO,,nort2957,,
NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA,,nort2957,,
POCHUTLA_NAHUATL,,,,
NAHUATL_TEPOTZTLAN,,more1259,,
NAHUATL_SAN_JERONINO_AMANALCO,,,,
NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA,,,,
NAHUATL_AXOCHIAPAN,,,,
NAHUATL_ATLACHOLOAYA_XOCHITEPEC,,tlam1239,,
NAHUATL_CUENTEPEC_TEMIXCO,,tlam1239,,
NAHUATL_CHILACACHAPA_CUETZALA_DEL_PROGRESO,,coat1240,,
NAHUATL_COATEPEC_COSTALES,,coat1240,,
NAHUATL_COATEPEC_COSTALES_TELEOLOAPAN,,coat1240,,
NAHUATL_XALATZALA_TLAPA,,,,
NAHUATL_XALPATLAHUAC,,,,
NAHUATL_QUETZALAPA_AZOYU,,,,
NAHUATL_POMARO_AQUILA,,mich1245,,
NAHUATL_SAN_AGUSTIN_DE_BUENAVENTURA,,west2778,,
NAHUATL_SAN_PEDRO_JICORA,,,,
NAHUATL_SAN_JOSE_MIAHUATLAN,,sout2973,,
NAHUATL_SAN_PABLO_ZOQUITLAN,,sier1248,,
NAHUATL_HUATLATLAUCA,,cent2133,,
NAHUATL_JICOCINGO_ZACATLAN,,,,
NAHUATL_SANTA_ANA_TLACOTENCO,,,,
NAHUATL_CUACUILA_HUAUCHINANGO,,zaca1241,,
NAHUATL_JALATLACO,,,,
NAHUATL_STA_MA_COAPAN,,high1278,,
NAHUATL_CHICHIQUILA,,,,
NAHUATL_RAFAEL_DELGADO,,huax1236,,
NAHUATL_SANTA_MARIA_TEOPOXCO,,,,
NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO,,nort2958,,
NAHUATL_SAN_AGUSTIN_OAPAN,,guer1241,,
NAHUATL_XAALITLA_TEPECUAUILCO,,,,
NAHUATL_HUITZILTEPEC_ZUMPANGO_DEL_RIO,,guer1241,,
NAHUATL_ATLIACA_TIXTLA,,guer1241,,
NAHUATL_ACATLAN,,guer1241,,
NAHUATL_ZITLALA,,guer1241,,
PIPIL,,pipi1250,,
NAHUATL_MECAYAPAN,,isth1242,,
NAHUATL_PAJAPAN,,isth1241,,
TABASCO_NAHUATL_CUPILCO,,taba1265,,
NAHUATL_AYOTOXCO,,,,
NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN,,,,
HIGHLAND_PUEBLA_NAHUATL,,high1278,,
NAHUATL_SIERRA_DE_ZACAPOAXTLA,,high1278,,
NAHUATL_CHILOCOYO_HUEHUETLA,,,,
NAHUATL_IXTACAMAXTITLAN,,,,
NAHUATL_CHIGNAUTLA,,,,
NAHUATL_CUAMELC0_TIANGUISTENGO,,,,
NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS,,,,
NAHUATL_CHINANCAHUATL_ZACUALTIPAN,,,,
NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN,,,,
NAHUATL_LAS_BALSAS,,,,
